lyrics,audio,song_name,title,description,channelid,view,author,duration,likes,category,publishdate,tags,id
"... नमो वीतरागी ...
नमो वीतरागी , गिरनारी नेम ,
वैरागी , निर्विकारी , मारो नेम ,
मोहीनी तोरी , लागी शामळीया नेम ,
मारे ब्रह्मचारी बनवु , व्हाला नेम ...
तुं जाणे छे सघकुं , कई वात हुं तुजने करूं ?
तने निरखी निरखीने , हुं आंखथी तुजने पीउं ,
राजुल बनी नेमनो , हूं हाथ ग्रहुं ,
नेम नामनुं पानेतर , तन पर ओढुं ,
राजुल बनी नेमना , हुं संगे चलं ,
नेम नामनुं सिंदूर , सॅथीमां भरुं ..
नमो वीतरागी , गिरनारी नेम ,
वैरागी , निर्विकारी , मारो नेम ,
मोहीनी तोरी , लागी शामळीया नेम ,
मारे ब्रह्मचारी बनवु , व्हाला नेम ...
आंखोमां झळके छे , सपनाओ पण तारा ,
दिल मारुं धबके छे , धबकार पण तारा ,
राजुल बनी नेमने , हूं हृदीए धरूं ,
STA नेम नामना , मंगळसूत्रने अवधारुं , JHAY
राजुल बनी नेमना , हुं चरणो चुमूं ,
नेम नामने सुणता , रोमांचित बनूं ..
नेम संगे बन्यो , नेमनाथनो रागी ,
राजुल थवानी , लगन छे भारी ,
प्रियतम नेमना , रंगे रंगाई ,
बनवुं छे मारे , गिरनारी ...
नेम व्हालो , नेम प्यारो , नेम छे धबकार ,
नेम देखें , नेम पीउं , नेम छे भरथार ...
Rachna : Pujya Muniraj Shri Nyayratna Vijayji MS",True,Namo Vitraagi,Namo Vitaragay,"Thirtankara Lord Simandhar Swami - 
known through Gnani Purush Dadashri 
and part of the spiritual science Akram Vignan

For more informations: www.dadabhagwan.org
www.dadabhagwan.de
www.akramvignan.eu

Music by Mahatmas of Dadashri - not professional, but from the heart
Jai Sat Chit Anand",UCxMy9lDKOrm4aFqkBFJJGTQ,1146,Nada HereNow,1025,13,People \u0026 Blogs,2016-10-19 21:54:31,"Vitaragay,Swami,Dada Bhagwan,Dadashri,Simandhar,Akram Vignan",IKlWOPt6UVU
"...
नमो योगीश्वरं
तर्जः ( नमामि नेमि )
यो गुरुः सर्वभक्तेषु प्रभुरूपेण संस्थितः ।
कलापूर्णाय पूर्णाय गुणैस्तस्मै नमो नमः ॥
जिनशासनना गगन मंडळमां , सोळे कळाए छाया ,
कलापूर्णना नामे गुरुवर , अजातशत्रु कहाया ,
प्रभुप्रीतमां रंगाया , मनमां नहि मद माया ,
गुरुनी रही शुभ छाया , पाया योगसिद्धि ने ,
नमो योगीश्वरं , महायोगीश्वरं , हृदयमां जे धरे , सदा परमेश्वरं ...
मीतनिंद्रा मीतवाक्यो , मीतआहार-पाणी ,
पद्म जेवो श्वास जेनो , मृदु पाद-पाणी
हितनो उपदेश जाणे , प्रेम सरवाणी ,
क्रोधी-मानी वैरीने पण , प्रित बंधाणी ,
योगसिद्धिनी निशानी , ग्रंथो मही लखाणी ,
गुरुदेवमां पिछाणी , जाणी लोकोए घणी ... नमो योगीश्वरं ...
पूज्यश्रीना पगले पगले , संघ मंगल थाय ,
निश्रा तो सहु कोई झंखे , संघ ने समुदाय ,
गुरुवरनो नाम मंत्र , विघ्नो ने टाळे ,
चिंताने पण वचन बळथी , सिद्धिमां ढाळे ,
प्रसंगो थाय सवाया , सहु लोकोमां गवाया ,
तो पण नहि हरखाया , करी कृपाने धुरि ... नमो योगीश्वरं ...
अभयना दातार पासे , दीक्षा जे जे धारे ,
शिष्य के प्रशिष्य केरा , काळभय ने वारे ,
राहबर जे मुक्तिपथना , भीमभववनमां ,
एकता ने मैत्री स्थापी , सर्वमुनिगणमां ,
भूल्या नहि उपगारी , धरी कोष्ठबुद्धि सारी ,
प्रभुभक्तिने वधारी , वारी स्वार्थवृत्ति ने ... नमो योगीश्वरं ...
योग सार , ज्ञान सार , प्रभु तार हो तार ,
तत्वज्ञान प्रवेशिकाने , लख्यु ध्यानविचार ,
पंन्यासजी महाराज वचनो , हृदयमां धारी ,
बीज बुद्धिथी , लखायुं , खूब विस्तारी ,
कहे भद्रंकर महाराया , गणधार थशे सूरिराया ,
एम सांभळी गुरूराया , गावुं हर्षे हरघडी ... नमो योगीश्वरं ...
Lyrics : Shasan Saurya Parivar",True,Namo Yogishwaram,Namo Yogishwaram Highlight,RK Video Presents,UCH5L5n4yjAjl9am2JseB_xQ,74,Kalapurnam Chaturmas (કલાપૂર્ણમ્  ચાતુર્માસ ),231,4,People \u0026 Blogs,2022-10-13 07:26:05,,AjDAZFoRHjw
,True,Namostu Siddhant Divakaray,Gachhdhipati jayghosh Suri ms namostu siddhant divakaray,,UCQ_mXMsHIiBvzDEg_x3f1pg,682,JAIN VYAKHYAN (વ્યાખ્યાન) SATSANG,252,14,People \u0026 Blogs,2020-03-10 07:42:06,,-nQPybcAjuw
,True,Namostu Tasmay Tav Shasanay,,,,0,,0,0,,1900-01-01 00:00:00,,
"... नाना बालमुनी ...
नटखट नटखट छे आ बाळ , चाले छे नखराळी चाल ,
वरसे छे अपार व्हाल , सहुनां छे प्यारा ;
नानकडी एनी काया , तोय मूके छे ए माया ,
सत्व लईने ए सवाया ,
आवे मुनिराया..हो आवे मुनिराया .. हो आवे मुनिराया ...
लीधो छे संयमवेष , पहेर्यो छे संयमवेष ;
शोभे छे संयमवेष , पावन छे संयमवेष ...
नाना बालमुनी आवे छे संयमवेषमां रे ;
हरखी हरखीने आवे छे संयमवेषमां रे ...
सुरलोकथी देवो टोळे , आव्या धरतीने खोळे ;
देवो जोवे अनिमेष , केवो छे संयमवेष ,
आकर्षे देवोने मुनिवर संयमवेषमां रे ... ( १ )
जिनवाणीना संगथी , वैराग्यना रंगथी ,
हो आतमने ए शणगारी , बनशे अणगारा ; AY
बाल्य उमरमां संयम साधी , गुरुवर संग साधवाने ,
आवे महाराजा .... आवे महाराजा .... आवे महाराजा
छे प्रभुना पगले पगरव , छे त्यागनो पलपल कलरव ;
साचो छे संयमवेष , प्यारो छे संयमवेष ,
मनमां मलकाता आवे छे संयमवेषमां रे ... ( २ )
Adlibs By : Late Bhartiben Gada & Lyrics : Jatin Bid",True,Nana Baalmuni,Nana Baalmuni | Bhavesh Sumariya| Jatin Bid | Dedication To All Baalmuni Bhagvant,"પુત્ર અવતરણના શુભ અવસરે,
માતોશ્રી નિર્મલાબેન હીરજી સુમરીયા પરિવાર તથા,
માતોશ્રી કસ્તુરબેન વ્રજપાર મારૂ પરિવાર
જિનશાસનના સર્વે બાલમુનિ ભગવંતને અર્પણ કરે છે,
એક સંયમ સૌરભ.....\""નાના બાલમુની આવે છે સંયમવેષમાં રે\""
...........................................................................
Voice: Bhavesh Sumariya
Adlibs By: Late Bhartiben Gada
Lyrics \u0026 Music: Jatin Bid [ JB-Musiclab ]
Mixed \u0026 Mastered By: Hitesh Udani
Forever Support: Naitik Mehta | Gaurav Chovatiya
Shoots By: Ashu Eyeland
Video Edited By: Arham Creation
...........................................................................
નટખટ નટખટ છે આ બાળ, ચાલે છે નખરાળી ચાલ,
     વરસે છે અપાર વ્હાલ, સહુનાં છે પ્યારા;
નાનકડી એની કાયા, તોય મૂકે છે એ માયા,
     સત્વ લઈને એ સવાયા,
આવે મુનિરાયા..હો આવે મુનિરાયા..હો આવે મુનિરાયા...

લીધો છે સંયમવેષ, પહેર્યો છે સંયમવેષ;
     શોભે છે સંયમવેષ, પાવન છે સંયમવેષ...

નાના બાલમુની આવે છે સંયમવેષમાં રે;
     હરખી હરખીને આવે છે સંયમવેષમાં રે...

સુરલોકથી દેવો ટોળે, આવ્યા ધરતીને ખોળે;
     દેવો જોવે અનિમેષ, કેવો છે સંયમવેષ,
આકર્ષે દેવોને મુનિવર સંયમવેષમાં રે...(૧)

જિનવાણીના સંગથી, વૈરાગ્યના રંગથી,
     હો આતમને એ શણગારી, બનશે અણગારા;
બાલ્ય ઉમરમાં સંયમ સાધી, ગુરુવર સંગ સાધવાને,
     આવે મહારાજા....આવે મહારાજા....આવે મહારાજા

છે પ્રભુના પગલે પગરવ, છે ત્યાગનો પલપલ કલરવ;
     સાચો છે સંયમવેષ, પ્યારો છે સંયમવેષ,
મનમાં મલકાતા આવે છે સંયમવેષમાં રે....(૨)",UCeAA0JeSV-82ZFkD50A4gsQ,49917,B-Sumariya Official,252,989,Music,2021-10-21 15:30:11,,eKiwRRYQExE
"નંદન તને વંદન - સંયમ ફોરમ
યૌવન વયમાં....(૩ ) સુખ છોડનારા મહાન ..
આ કાળ માં સાધુ થનારા મહાન ...
મહાન....આ કાળ માં...સાધુ થનારા મહાન ...
વૈરાગ્ય વૈભવ , સમતા ના સુરો , રત્નત્રયી ના રંગો ,
ગુણો ની ગંગા , શુદ્ધિ ના શિખરો , તત્ત્વત્રયી તરંગો ,
કરુણા કંચન સાધના નું ધન ,
સંયમ ની ફોરમ શોભાવશે તારું જીવન...વંદન ...
વંદન તને વંદન , નંદન તને વંદન , વંદન તને વંદન ...
સામેથી ચાલી , કષ્ટો સેહશે , કાયા ને બાળી , વિરતી માં વહેશે...(૨ )
સુખોને હવે અલવિદા કહેશે , પ્રભુ ને ભજી મસ્તી માં રહેશે ,
સેકવા ને જશે તું પોતાનું તન ,
જીતવા ને જશે તું પોતાનું મન...વંદન ...
વંદન તને વંદન , નંદન તને વંદન , વંદન તને વંદન ...
રાજપથની વાતે જાએ , સંયમ ની સરગમ તું ગાએ ,
વંદન વંદન તને વંદન વંદન ...
નેમ અને રાજુલ ના પંથે , ઉચરે રે તું કરેમી ભંતે ,
વંદન વંદન તને વંદન વંદન ...
આત્મોદ્વાર કરનાર તને વંદન વંદન ...
વિરતી ને વરનાર તને વંદન વંદન ...
મહાવ્રત ધરનાર તને વંદન વંદન ...
વંદન વંદન તને વંદન વંદન....(૪ )
સંયમ ફોરમ તરફ તું માંડે કદમ ...
વંદન વંદન તને વંદન વંદન ...",True,Nandan Tane Vandan - Saiyam Foram,Nandan Tane Vandan | A Tribute To All The Vairagis | Saiyam Foram | Jain Diksha Song,"On the auspicious occasion of Diksha Ceremony of Mumukshu Foram Parekh, Saiyam Foram presents 'Nandan Tane Vandan'.

Lyrics \u0026 Direction - Jainam Sanghvi
Singer - Jainam Varia
Music - Prashant Parmar
Flute - Shashank Acharya
Violin - Aashutosh Sanghvi
Guitar - Pruthvi Pawar
Rhythm - Tejas Taware
Cinematography - Ronit Bose
Video Editing : Jainam Sanghvi \u0026 Animesh Kshatriya",UCY5Pj8DSnr9lFFj6yMCG4oQ,294135,Jain Diksha,382,2450,Music,2018-02-09 12:30:14,"Jain diksha,saiyam,nandan tane vandan,tane vandan vandan,jainam varia,shashank acharya,Aashutosh sanghvi violin,jainam sanghvi,latest saiyam stavan,diksha songs,saiyam song new,Rajpath par janara,saiyam sargam,latest diksha song,aatmoddhar,pravrajya,virti,pravajya,vairagi ne vandan,saiyam mashup,new saiyam bhakti geet,stavan",5k1CfS17otY
,True,Nandavart Dham - Munisuvratswami,Tirth Nandavart Song,"A Must Watch Video \u0026 Song

India's First Munisuvrat Swami's Bavan Jinalaya
at the Building, Construction \u0026 The Auspicious Preparations of the Pratishtha of
20th Jain Tirthankar
Shree Munisuvrat Swami's
Newly Built

52 Jinalay

Let's take a trip of our Imagination to this place of Beauty, Peace \u0026 heritage.

Date: Monday, 28th January, 2019

Prerna \u0026 Margdarshan : P. Pu. Aacharyavijay JagVallabhSuriShwarji M.S. 

GuruKrupa Parivar Trust Nirmit

This Video is made by Meter Down Production
Wriiten \u0026 Directed BY Parth Shukla",UCy3U4q85VHT9NOgnq2D2WFQ,3175,Pushya Parivar,270,31,Entertainment,2019-01-17 11:29:20,"A Must Watch Video,Jain Song,Jain Stavan,Pushya Parivar,latest song,tirth nandavart,Nandavart Tirth,Jagvallabhsuri Maharaj saheb,Tirth Song,Making of Tirth,A Promotional video,Lovely Video,A Must Watch Song,Jainism,Jain DIksha Song,Meter Down Production,Parth Shukla",hU_LF_jS3Ds
,True,Nandivardhan Vilap,,,,0,,0,0,,1900-01-01 00:00:00,,
"नंदप्रभा मा हेली ...
नंदप्रभा मा हेली मनवा ..
नंदप्रभा मा हेली ...
ध्यान भजन नी , अरस परस मा , जागी ताला वेली
धाम धुम नर्तन अर्चन नी , सतत धुन मचेली रे मनवा
नंदप्रभा मा हेली ...
मारा जीवन मा , उपवन मा विधविध पुष्पित वेली
मारे मन तो प्रभु ज चंपो , प्रभु नु नाम चमेली
नंदप्रभा मा हेली ...
नयनामा थी , अगणित धारा , नभमा जई वरसेली
हे अनी अकल , अलौकिक लीला , कोईओ नथी रे उकेली रे मनवा
नंदप्रभा मा हेली ...",True,Nandprabha Ma Heli,Nandprabha Ma Heli Mashup | Nandprabha 19th Salgira | Sachin Limaye Team,"Nandprabha Stavan

Stavan : Nandprabha Ma Heli Mashup

Singer : Sachin Limaye Team

https://youtube.com/@nikhilsvideos

Plzzz Subscribe My Channel \u0026 Like, Share all Videos
----------------------------------
@nikhilsvideos @nandprabhapalitanaofficial950 @himanshumakwana6000 @IdolShivamSingh @ParthDoshiOfficial @ParthivGohil @PlayHard 

#jains #jainism #jain #jaintemple #spreadjainism #jains #palitana #girnar #jaindharm #jaijinendra #india #jainsong #mahavir #follow #updates #jainismlovers #proudtobejain #jainstatus #jainstavan #jainstutistavan #jaintirth #aadinath #jinshasan #neminath #mahaveer #mahavira #temple #love #jaintemples #jainismofficial",UCEpgpZ6Ap0AIWgR5_l7jC4A,5310,Nikhil's Videos,609,56,People \u0026 Blogs,2023-02-27 17:00:44,,wLE9deKiGLE
,True,Nani Nani Badika Hu Saiyam Panthe,,,,0,,0,0,,1900-01-01 00:00:00,,
"नानी नानी वयमां कुणा कुणा हृदयमां ...
ओ संघना लाडकवाया , गुरुमैयाना धबकारा ...
ओ नाना महाराज ! तने खम्मा घणी ...
सहवर्तीनी आंखोमां तमे चमकंता सितारा ..
ओ सयंमी ! ओ बालमुनि ! तमे जिनशासन शणगार ...
ओ नाना महाराज ! तने खम्मा घणी ... खम्मा घणी ..
नानी नानी वयमां , कुणा कुणा हृदयमां ,
सत्व केतुं खीलव्यं तमे , ओ नाना महाराज !
नानी नानी वयमां , कुणा कुणा हृदयमां ..
छोडीने फूल शय्या ... चाल्या वीरनी वाटे मुनिराज !
नानी नानी वयमां , कुणा कुणा हृदयमां ..
खम्मा खम्मा घणी तुने घणी खम्मा घणी खम्मा ..
हे व्हाला बालामुनिने ...
घणी खम्मा घणी खम्मा घणी खम्मा ..
हे खम्मा खम्मा घणी तुने घणी खम्मा घणी
हे खम्मा खम्मा ...
ओ रे ! ओ रे ! गुरुमाँ खोळे , उगे जेनी सवार रे !
कामळी ने मुहपत्ति रे ! ओघो छे धबकार रे !
पगले पगले ... लेशे नाना जीवोनी संभाळ ,
नानी नानी वयमां , कुणा कुणा हृदयमां ..
हो तुने खम्मा ...
प्यारा बालमुनिने घणी खम्मा ,
तमारा कोमल पगतल पर , कंटकनो प्रहार रे !
पण वणथंभ्यो नित चाले छे , तमारो उग्र विहार रे !
जोई तमारा ... सत्त्वने धरतीने आवे लाज ,
नानी नानी वयमां , कुणा कुणा हृदयमां ..
खम्मा खम्मा घणी तुने घणी खम्मा घणी खम्मा ..
हे प्यारा बालामुनिने ...
घणी खम्मा घणी खम्मा घणी खम्मा ..
हे खम्मा खम्मा घणी तुने घणी खम्मा घणी खम्मा
प्यारा बालामुनिने ...
हे तुने घणी खम्मा घणी खम्मा घणी खम्मा ..
काकलुडीभर्या तमारा कंठ कामणगारा ,
ओ सयंमी ! ओ बालमुनि ! तमे लीधुं संयमराज ...
खम्माITISओ नाना महाराज ! तने खम्मा घणी ...
SS . खम्मा घणी खम्मा घणी ओ नाना महाराज ...
ओ नाना महाराज ! तने खम्मा घणी ...
तने खम्मा घणी ... तने खम्मा घणी ...
घणी रे घणी रे घणी रे घणी रे ... घणी रे खम्मा ...
घणी रे खम्मा ... घणी रे खम्मा ...
Rachna : Muni Parshwasundarvijay M . S .",True,Nani Nani Vayma,Balmuni special song|Balmuni jain song| Nani nani vayma|Balmuni ne khamma ghani| Jaydeep swadiyasong,Balmuni special song|Balmuni jain song| Nani nani vayma|Balmuni ne khamma ghani| Jaydeep swadiyasong,UCbKbUi00-e53SzvNSLw8wQw,72,ratnasargam,425,1,Music,2024-07-17 16:25:16,,II2gYFdlDuI
"૧૨૭ નરકદુ:ખની સજઝાય
( રાગ-સુણો ચંદાજી )
સુણ ગોયમજી , વીર પયંપે નરક તણી દુઃખ વાર્તા ;
પરનારી સંગત જે કરતા , વળી પાપ થકી પણ નહી ડરતાં ,
જમરાયની શંકા નવિ ધરતાં , સુણ૦ ૧
હે શ્રોતાજનો , નરકનાં દુઃખ સુણતા હૈયા થરથરે ;
હે ગુણવંતા , વીરવાણી સાંભળી ધર્મખજાનો ભરો ,
લોહની પૂતળીને તપાવે છે , અતિ અગ્નિમય બનાવે છે ;
તસ આલિંગન દેવરાવે છે , સુણ૦ ૨
પાંચસો જોજન ઉછાળે છે , પછી પટકી ભોંય પછાડે છે ;
પછી તેહના દેહને બાળે છે . સુણ૦ ૩
શ્વાન થઈને તેહને કરડે છે , ઝાલી પરમાધામી મરડે છે ;
વળી તેહની પાછળ દોડે છે . સુણ૦ ૪
મૃગની જેમ પાસમાં પકડે છે , કરવતથી તેહને ફાડે છે ;
વળી પકડી પકડી ભમાવે છે . સુણ૦ ૫
વળી તેહને શૂળીએ ચડાવે છે , કાન નાક પણ તેહના કાપે છે ;
વળી ભરસાડમાં તેહને ભારે છે . સુણ૦ ૬
વળી ખાલ ઉતારી જલાવે છે , તાતા તેલમાં પણ ઘાલે છે ;
વિરૂઆ વિપાકોને દેખાડે છે.સુણ૦ ૭
માંસ કાપીને ખવડાવે છે , એમ જીવ ઘણા દુઃખ પાવે છે ;
અતિ ત્રાસમાં સમય વિતાવે છે . સુણ૦ ૮
વળી શરીરમાં ખાર મિલાવે છે , એમ પરમાધામી દુઃખ દેખાડે છે ;
શુભવીરની વાણીથી શીતલ થાવે છે . સુણ૦ ૯",True,Narak Ka Parichay - Sun Goyamji,,,,0,,0,0,,1900-01-01 00:00:00,,
"प्रभु नरक तणां दुःख दोहीलां ...
प्रभु नरक तणां दुःख दोहीलां , गौतम स्वामी पूछे वीरने ,
परभव थाशे केमरे सोहीलां , प्रभु नरक तणां ...
भोजन केरी रसना न छुटे , विषय तणी वासना नवि तूटे ,
मारा कर्मों केम रे फूटे , प्रभु नरक तणां ... [ १ ]
घरनो धंधो लईने बेठो , मांगे कोई पाणीनो लोटो ,
मारो जीवडो बनी गयो खोटो , प्रभु नरक तणां ... [ २ ]
तरस्यो जीवडो मांगे पाणी , शीशाना रसनी त्यां थाये लाणी ,
परमाधामीनी निर्दयता जाणी , प्रभु नरक तणां ... [ ३ ]
अतिशय ठंडी गरमी त्यां छे , दुःखोना तो डुंगरा त्यां छे ,
वर्षो वरसनुं आयुष्य त्यां छे , प्रभु नरक तणां ... [ ४ ]
तळतळती कढाईमां नाखे , घाणी मांही जीवने नांखे ,
त्यांना दुःखो दुः सह्य भाखे , प्रभु नरक तणां ... [ ५ ]
राय रंक नो भेद नही रे , होय तीर्थंकर चक्रवर्ती रे ,
त्यानो न्याय तो चोख्खो जी रे , प्रभु नरक तणा ... [ ६ ]
नहीं रे जवुं नरक मांही , नहीं रे जतुं दैवी सुखो मांही ,
माहरे जवुं मोक्षनी मांही , प्रभु नरक तणां ... [ ७ ]
"" उदय "" रतननी एक ही आश , नित्य मारे रहेतुं तारी पास ,
ए वात तो घणी खास , प्रभु नरक तणा ... [ ८ ]",True,Narak Tana Dukh Dohila (Narak Ni Sajjay),Narak Sajjay | Paryushan Jain Sajjay,"Narak Sajjay 
Paryushan Jain Sajjay 


પ્રભુ નરક તણાં દુઃખ દોહીલાં, ગૌતમ સ્વામી પૂછે વીરને,
પરભવ થાશે કેમરે સોહીલાં.
 પ્રભુ નરક તણાં.............

ભોજન કેરી રસના ન છુટે,
વિષય તણી વાસના નવિ તૂટે, 
મારા કર્મૉ કેમ રે ફૂટે.  
                     પ્રભુ નરક તણાં..1

ઘરનો ધંધો લઈને બેઠો,
માંગે કોઈ પાણીનો લોટો,
મારો જીવડો બની ગયો ખોટો,             
                    પ્રભુ નરક તણાં..2

તરસ્યો જીવડો માંગે પાણી,
શીશાના રસની ત્યાં થાયે લાણી,
પરમાધામીની નિર્દયતા જાણી.
                    પ્રભુ નરક તણાં...3

અતિશય ઠંડી ગરમી ત્યાં છે,
 દુઃખોના તો ડુંગરા ત્યાં છે,
વર્ષો વરસનું આયુષ્ય ત્યાં છે.
                  પ્રભુ નરક તણાં...4

તળતળતી કઢાઈમાં નાખે,
ઘાણી માંહી જીવને નાંખે,
ત્યાંના દુઃખો દુઃ સહ્ય ભાખે
‌‌                   પ્રભુ નરક તણાં...5

રાય રંક નો ભેદ નહી રે,
હોય તીર્થંકર ચક્રવર્તી રે
ત્યાનો ન્યાય તો ચોખ્ખો જી રે.                           
                   પ્રભુ નરક તણા....6

નહીં રે જવું નરક માંહી,
નહીં રે જવું દૈવી સુખો માંહી,
માહરે જવું મોક્ષની માંહી.
                    પ્રભુ નરક તણાં...7

 ઉદય રતનની એક હી આશ,
નિત્ય મારે રહેવું તારી પાસ,
એ વાત તો ઘણી ખાસ.
                    પ્રભુ નરક તણા...8


Singer : Sarvangi Savani 
Lyrics : P p Udayratan m s 
Music : Hardik Pasad 
Video : Param Path",UCJ6uBQDrzjgBEGAvXG5cwFQ,95164,Gyan Disha,380,1064,People \u0026 Blogs,2020-08-17 07:09:30,,1bu0fkPYvRU
"भीतरना भीतरथी तने चाहुं पुं ...
( तर्ज सुन मेरे हमसफर )
नाथ ! हूं तारो दास , तुं मने राख हवे तारी पास ,
तुं मारो एक ज सौथी खास , तारा मिलननी अभिलाष
मारा नाथ ! आजथी हूं तारो छु ,
जीवनमां तुं ही ज तुं छवायो तुं ,
तारी दीक्षा भिक्षामां हूं याचं छु ,
मुनि बनवानी मारी प्यास , मुनि मुज जीवननो छे श्वास
हृदये तमन्ना जागी , मने तारी लगनी लागी ,
प्राणनो य प्राण तुं छे संयम ,
जीवननी सरिता तुं छे , धड़कननी कविता तुं छे ,
रगेरगमां वहे तुं संयम ,
भीतरना भीतरथी तने चाहूं छु ,
अंतरना अंतरमां तने राखु छु ,
जीवननुं सर्वस्व तने आपुं छु
. ३ .
* * 2 2 2482 immore here mayors
तारो शक्तिपात मळशे , दोषो बधा मारा टळशे ,
रोमे रोमे शुद्धि देजे संयम ,
गुरुकुलवासी करजे , गुरुआज्ञाधारी करजे ,
भावोनी विशुद्धि देजे संयम ,
गुरुमां गौतमना दर्शन देजे तुं ,
गुरुना गुणोतुं स्पर्शन देजे तुं ,
गुरुनी मस्तीनं स्पंदन देजे तुं
माश नाथ ।
माश भीतरमां तने प्राप्त करवानी
अतूट प्यासनी साथै साथै
तारा श्रीचरणमां नचिंतपणानी मीठी नींदर
माणवानं सद्भाग्य
तुं मने हंमेशा आपजे ...",True,Nath Hu Taro Das Tu Mane Rakh Have Tari Paas,,,,0,,0,0,,1900-01-01 00:00:00,,
"૧૧૯ સ્ત્રીને શિખામણની સજઝાય
નાથ કહે તું સુણને નારી , શિખામણ છે સારી જી ;
વચન તે સઘલાં વીણી લેશે , તેહના કારજ સરશે , શાણી થઈએ જી . ૧
જાત્રા જાગરણ ને વિવાહમાં , માતા સાથે રહીએ જી ;
સાસરિયામાં જળ ભરવાને , સાસુ સાથે જઇએ . શા . ૨
દિશા અંધારી ને એકલડાં , માર્ગમાં નવિ જઇએ જી ;
એકલી જાણી આળ ચઢાવે , એવું શાને કરીએ . શા૦ ૩
વ્હાણામાં વ્હેલેરા ઉઠી , ઘરનો ધંધો કરીએ જી ;
નણંદ જેઠાણી પાસે જઇને , સુખ દુઃખ વાત ન કરીએ . શા૦ ૪
ચોકમાં ચતુરાઈએ રહીએ , રાંધતા નવિ રમીએ જી ;
સહુકો'ને પ્રસાદ કરાવી , પાછલ પોતે જમીયે . શા૦ ૫
ગાંઠે પહેરી ઘરમાં રહીએ , બહાર પગ નવિ ભરીએ જી ;
સસરા-જેઠની લાજ કરીને , મમ્હોં આગળથી ખસીએ . શા૦ ૬
છૂટે કેશે શિર ઉઘાડે , આંગણામાં નવિ જઇએ જી ;
પુરુષ તણો પડછાયો દેખી , મ્હોં આગળ નવિ રહીએ . શા૦ ૭
એકાંતે દિયરીયા સાથે , હાથે ન તાળી લઈએ જી ;
પ્રેમ તણી જો વાત કરે તો , મમ્હોં આગળથી ખસીયે . શા૦ ૮
આભરણ પહેરી અંગ શોભાવી , હાથે દર્પણ ન લઈએ જી ;
પિયુડો જો પરદેશ સિધાવે તો , કાજળ રેખ ન દઇએ . શા૦ ૯
પિયુડા સાથે ક્રોધ ન કરીએ , રિસાયેલા નવિ રહીયે જી ;
છૈયાં-છોરૂ-છોકરડાંને , તાડન કદીય ન કરીયે . શા૦ ૧૦
ઉજજડ મંદિરમાંહિ ક્યારે , એકલડાં નવિ જઇએ જી ;
એકલી જાણી આળ ચઢાવે , એવું શાને સહીએ . શા૦ ૧૧
ફિરિયલ * નારીનો સંગ ન કરીએ , તસ સંગે નવ ફરીયે જી ;
મારગ જાતાં વિચાર કરીને , ઊંડો પાવ ન ધરીયે . શા૦ ૧૨
ઉદયરત્ન વાચક એમ બોલે , જે નરનારી ભણશે જી ;
તેહના પાતક દૂરે ટળશે , મુક્તિપુરીમાં જઇ મળશે . શા૦ ૧૩
૧ લજ્જા વિનાની",True,Nath Kahe Tu Sunane Nari (Stree Shikhaman Sajjay),,,,0,,0,0,,1900-01-01 00:00:00,,
